entity_type,id,parent_id,building_code,building_name,floor,room_no,name,category,features,note
room,room:building:2-1:1층:102호:행정실장실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,102호,행정실장실,행정공간,,
room,room:building:2-1:1층:103호:해양에너지기술연구센터 교수연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,103호,해양에너지기술연구센터 교수연구실,연구공간,,
room,room:building:2-1:1층:104호:교수연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,104호,교수연구실,연구공간,,
room,room:building:2-1:1층:105호:공과대학 행정실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,105호,공과대학 행정실,행정공간,,
room,room:building:2-1:1층:107호:물품보관실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,107호,물품보관실,지원공간,,
room,room:building:2-1:1층:107-1호:공대전용열람실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,107-1호,공대전용열람실,학습공간,,
room,room:building:2-1:1층:108호:물품창고,floor:building:2-1:1층,2-1,공과대학 1호관,1층,108호,물품창고,지원공간,,
room,room:building:2-1:1층:108-1호:문서고,floor:building:2-1:1층,2-1,공과대학 1호관,1층,108-1호,문서고,지원공간,,
room,room:building:2-1:1층:109호:공업기술연구센터·융합기술연구원 행정지원실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,109호,공업기술연구센터·융합기술연구원 행정지원실,행정공간,,
room,room:building:2-1:1층:110·110-1·112·114~119호:교수·대학원 연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,110·110-1·112·114~119호,교수·대학원 연구실,연구공간,,
room,room:building:2-1:1층:113호:대학원연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,113호,대학원연구실,연구공간,,
room,room:building:2-1:1층:122·123호:강의실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,122·123호,강의실,교육공간,,
room,room:building:2-1:1층:125호:대학원세미나실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,125호,대학원세미나실,교육공간,,
room,room:building:2-1:1층:126~131호:교수·연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,126~131호,교수·연구실,연구공간,,
room,room:building:2-1:1층:132호:건축공학과 사무실·조교 문의,floor:building:2-1:1층,2-1,공과대학 1호관,1층,132호,건축공학과 사무실·조교 문의,행정공간,,
room,room:building:2-1:1층:133-1·134호:시공재료실험실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,133-1·134호,시공재료실험실,실험공간,,
room,room:building:2-1:1층:135호:WC,floor:building:2-1:1층,2-1,공과대학 1호관,1층,135호,WC,편의시설,,
room,room:building:2-1:1층:136호:대학원연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,136호,대학원연구실,연구공간,,
room,room:building:2-1:1층:137호:재료공학실험실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,137호,재료공학실험실,실험공간,,
room,room:building:2-1:1층:138~141호:교수연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,138~141호,교수연구실,연구공간,,
room,room:building:2-1:1층:142호:IT응용시스템공학 사무실·조교 문의,floor:building:2-1:1층,2-1,공과대학 1호관,1층,142호,IT응용시스템공학 사무실·조교 문의,행정공간,,
room,room:building:2-1:1층:142-1호:대학원사업단,floor:building:2-1:1층,2-1,공과대학 1호관,1층,142-1호,대학원사업단,사업지원,,
room,room:building:2-1:1층:143~147호:실험·연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,143~147호,실험·연구실,연구공간,,
room,room:building:2-1:1층:149호:강의실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,149호,강의실,교육공간,,
room,room:building:2-1:1층:151호:WC·장애인화장실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,151호,WC·장애인화장실,편의시설,,
room,room:building:2-1:1층:152호:미화원휴게실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,152호,미화원휴게실,편의시설,,
room,room:building:2-1:1층:153호:교수연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,153호,교수연구실,연구공간,,
room,room:building:2-1:1층:154호:미래에너지기술사업단,floor:building:2-1:1층,2-1,공과대학 1호관,1층,154호,미래에너지기술사업단,사업지원,,
room,room:building:2-1:1층:156호:양자시스템공학과 사무실·조교 문의,floor:building:2-1:1층,2-1,공과대학 1호관,1층,156호,양자시스템공학과 사무실·조교 문의,행정공간,,
room,room:building:2-1:1층:157호:미래신사업단,floor:building:2-1:1층,2-1,공과대학 1호관,1층,157호,미래신사업단,사업지원,,
room,room:building:2-1:1층:158·161호:공대학술전산실습실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,158·161호,공대학술전산실습실,교육공간,,
room,room:building:2-1:1층:162·163호:건축시공재료연구실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,162·163호,건축시공재료연구실,연구공간,,
room,room:building:2-1:1층:164호:설계스튜디오,floor:building:2-1:1층,2-1,공과대학 1호관,1층,164호,설계스튜디오,교육공간,,
room,room:building:2-1:1층:171·172호:헬스케어 공동기기실,floor:building:2-1:1층,2-1,공과대학 1호관,1층,171·172호,헬스케어 공동기기실,연구지원,,
room,room:building:2-1:2층:206호:IT융합기전공학 사무실·조교 문의,floor:building:2-1:2층,2-1,공과대학 1호관,2층,206호,IT융합기전공학 사무실·조교 문의,행정공간,,
room,room:building:2-1:2층:225호:강의실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,225호,강의실,교육공간,,
room,room:building:2-1:2층:228호:교수연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,228호,교수연구실,연구공간,,
room,room:building:2-1:2층:231호:건축음향연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,231호,건축음향연구실,연구공간,,
room,room:building:2-1:2층:232~235호:건축 CAD·환경·음향·설계 실험·연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,232~235호,건축 CAD·환경·음향·설계 실험·연구실,연구공간,,
room,room:building:2-1:2층:252호:교수연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,252호,교수연구실,연구공간,,
room,room:building:2-1:2층:256호:교수회의실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,256호,교수회의실,공용공간,,
room,room:building:2-1:2층:258·258-1호:건축계획·요소설계연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,258·258-1호,건축계획·요소설계연구실,연구공간,,
room,room:building:2-1:2층:259호:수문연구실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,259호,수문연구실,연구공간,,
room,room:building:2-1:2층:260호:측량실습실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,260호,측량실습실,실습공간,,
room,room:building:2-1:2층:261호:세미나실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,261호,세미나실,교육공간,,
room,room:building:2-1:2층:262·262-1호:강의·건축종합설계실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,262·262-1호,강의·건축종합설계실,교육공간,,
room,room:building:2-1:2층:263호:토목공학 사무실·조교 문의,floor:building:2-1:2층,2-1,공과대학 1호관,2층,263호,토목공학 사무실·조교 문의,행정공간,,
room,room:building:2-1:2층:264·265호:교수연구실·산학협력실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,264·265호,교수연구실·산학협력실,연구·지원공간,,
room,room:building:2-1:2층:266호:건축종합설계실,floor:building:2-1:2층,2-1,공과대학 1호관,2층,266호,건축종합설계실,교육공간,,
room,room:building:2-1:3층:301~303호:바이오메디컬 연구·실험실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,301~303호,바이오메디컬 연구·실험실,연구공간,,
room,room:building:2-1:3층:309·310호:바이오메디컬 실험실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,309·310호,바이오메디컬 실험실,연구공간,,
room,room:building:2-1:3층:311호:학부학생회실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,311호,학부학생회실,학생공간,,
room,room:building:2-1:3층:314·315호:교수연구실·건축종합설계실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,314·315호,교수연구실·건축종합설계실,연구·교육공간,,
room,room:building:2-1:3층:316호:강의실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,316호,강의실,교육공간,,
room,room:building:2-1:3층:317·317-1호:구조·연구용실험실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,317·317-1호,구조·연구용실험실,연구공간,,
room,room:building:2-1:3층:318호:교수연구실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,318호,교수연구실,연구공간,,
room,room:building:2-1:3층:320호:나노소재연구실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,320호,나노소재연구실,연구공간,,
room,room:building:2-1:3층:321~323호:CAD·미디어·대학원 공간,floor:building:2-1:3층,2-1,공과대학 1호관,3층,321~323호,CAD·미디어·대학원 공간,교육·연구공간,,
room,room:building:2-1:3층:333호:바이오메디컬공학부 사무실·조교 문의,floor:building:2-1:3층,2-1,공과대학 1호관,3층,333호,바이오메디컬공학부 사무실·조교 문의,행정공간,,
room,room:building:2-1:3층:340~344호:전자회로·HCI·바이오메디컬·디지로그 실험실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,340~344호,전자회로·HCI·바이오메디컬·디지로그 실험실,연구공간,,
room,room:building:2-1:3층:355~360호:헬스케어기기·컬러테라피·감각정보·개발지원 실험실,floor:building:2-1:3층,2-1,공과대학 1호관,3층,355~360호,헬스케어기기·컬러테라피·감각정보·개발지원 실험실,연구공간,,
room,room:building:2-2:1층:101~104호:일반화학 실험·강의실,floor:building:2-2:1층,2-2,공과대학 2호관,1층,101~104호,일반화학 실험·강의실,교육·실험공간,,
room,room:building:2-2:1층:105~109호:분석·암석·대학원 강의·연구공간,floor:building:2-2:1층,2-2,공과대학 2호관,1층,105~109호,분석·암석·대학원 강의·연구공간,,,
room,room:building:2-2:1층:110호:복합전자소재 실험실,floor:building:2-2:1층,2-2,공과대학 2호관,1층,110호,복합전자소재 실험실,연구공간,,
room,room:building:2-2:1층:111호:탄소섬유실험실,floor:building:2-2:1층,2-2,공과대학 2호관,1층,111호,탄소섬유실험실,연구공간,,
room,room:building:2-2:1층:112~117호:대학원·방사선·교수연구실·강의실,floor:building:2-2:1층,2-2,공과대학 2호관,1층,112~117호,대학원·방사선·교수연구실·강의실,교육·연구공간,,
room,room:building:2-2:2층:201~213호:고전압·암석동역학·스마트나노·대학원·세미나·도서 공간,floor:building:2-2:2층,2-2,공과대학 2호관,2층,201~213호,고전압·암석동역학·스마트나노·대학원·세미나·도서 공간,연구·교육공간,,
room,room:building:2-2:2층:214~223호:나노소재분석실·자원처리·물리탐사자료처리·BK21 사업단·연구용 실험실·교수연구실,floor:building:2-2:2층,2-2,공과대학 2호관,2층,214~223호,나노소재분석실·자원처리·물리탐사자료처리·BK21 사업단·연구용 실험실·교수연구실,연구·지원공간,,
room,room:building:2-2:3층:301호:교수연구실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,301호,교수연구실,,,
room,room:building:2-2:3층:302호:암석동역학준비실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,302호,암석동역학준비실,,,
room,room:building:2-2:3층:302-1호:학생회실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,302-1호,학생회실,,,
room,room:building:2-2:3층:304호:자원·에너지공학 사무실·조교 문의,floor:building:2-2:3층,2-2,공과대학 2호관,3층,304호,자원·에너지공학 사무실·조교 문의,행정공간,,
room,room:building:2-2:3층:305~311호:교수연구실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,305~311호,교수연구실,,,
room,room:building:2-2:3층:311-1호:학생회실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,311-1호,학생회실,,,
room,room:building:2-2:3층:313-1호:스크린공용연구실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,313-1호,스크린공용연구실,,,
room,room:building:2-2:3층:313호:교수연구실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,313호,교수연구실,,,
room,room:building:2-2:3층:314호:학과사무실·2022 안내도 표기,floor:building:2-2:3층,2-2,공과대학 2호관,3층,314호,학과사무실·2022 안내도 표기,,,
room,room:building:2-2:3층:315호:교수회의실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,315호,교수회의실,,,
room,room:building:2-2:3층:316·317호:습식공정실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,316·317호,습식공정실험실,,,
room,room:building:2-2:3층:318호:저탄소에너지전환실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,318호,저탄소에너지전환실험실,,,
room,room:building:2-2:3층:319호:저탄소에너지전환연구실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,319호,저탄소에너지전환연구실,,,
room,room:building:2-2:3층:320호:저탄소에너지공학실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,320호,저탄소에너지공학실험실,,,
room,room:building:2-2:3층:320-1호:에너지공학·친환경대체에너지실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,320-1호,에너지공학·친환경대체에너지실험실,,,
room,room:building:2-2:3층:321·322호:친환경대체에너지실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,321·322호,친환경대체에너지실험실,,,
room,room:building:2-2:3층:323호:석유공학실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,323호,석유공학실험실,,,
room,room:building:2-2:3층:324호:석유공학실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,324호,석유공학실험실,,,
room,room:building:2-2:3층:325호:세미나실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,325호,세미나실,,,
room,room:building:2-2:3층:326호:물리탐사실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,326호,물리탐사실험실,,,
room,room:building:2-2:3층:327호:물리전자실험실,floor:building:2-2:3층,2-2,공과대학 2호관,3층,327호,물리전자실험실,,,
room,room:building:2-2:4층:401-1호:연구용실험실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,401-1호,연구용실험실,,,
room,room:building:2-2:4층:401호:석유공학연구실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,401호,석유공학연구실,,,
room,room:building:2-2:4층:403호:컴퓨터실습실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,403호,컴퓨터실습실,,,
room,room:building:2-2:4층:404·405호:강의실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,404·405호,강의실,,,
room,room:building:2-2:4층:407호:유기소재섬유공학과 사무실·조교 문의,floor:building:2-2:4층,2-2,공과대학 2호관,4층,407호,유기소재섬유공학과 사무실·조교 문의,행정공간,,
room,room:building:2-2:4층:408호:대학원연구실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,408호,대학원연구실,,,
room,room:building:2-2:4층:409호:교수연구실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,409호,교수연구실,,,
room,room:building:2-2:4층:410호:고분자열분석실험실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,410호,고분자열분석실험실,,,
room,room:building:2-2:4층:411~413호:고분자공정실험실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,411~413호,고분자공정실험실,,,
room,room:building:2-2:4층:412호:교육용실험실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,412호,교육용실험실,,,
room,room:building:2-2:4층:414호:탄소섬유분석실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,414호,탄소섬유분석실,,,
room,room:building:2-2:4층:415호:탄소섬유실험실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,415호,탄소섬유실험실,,,
room,room:building:2-2:4층:416~418호:강의실,floor:building:2-2:4층,2-2,공과대학 2호관,4층,416~418호,강의실,,,
room,room:building:2-3:1층:101·103·104호:강의실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,101·103·104호,강의실,교육공간,,
room,room:building:2-3:1층:104-1호:교수회의실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,104-1호,교수회의실,공용공간,,
room,room:building:2-3:1층:106호:유체역학실험실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,106호,유체역학실험실,실험공간,,
room,room:building:2-3:1층:106-1·107호:연구용·일반물리 실험실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,106-1·107호,연구용·일반물리 실험실,연구·실험공간,,
room,room:building:2-3:1층:108호:일반물리준비실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,108호,일반물리준비실,지원공간,,
room,room:building:2-3:1층:109-2호:열환경제어실험실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,109-2호,열환경제어실험실,연구공간,,
room,room:building:2-3:1층:110호:연구용 실험실,floor:building:2-3:1층,2-3,공과대학 3호관,1층,110호,연구용 실험실,연구공간,,
room,room:building:2-3:2층:201·201-1호:대학원연구실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,201·201-1호,대학원연구실,,,
room,room:building:2-3:2층:202·204·204-1·206-1·217·219·221·222·223·224호:교수연구실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,202·204·204-1·206-1·217·219·221·222·223·224호,교수연구실,,,
room,room:building:2-3:2층:205·205-1·218호:대학원연구실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,205·205-1·218호,대학원연구실,,,
room,room:building:2-3:2층:206호:기계구조해석실험실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,206호,기계구조해석실험실,,,
room,room:building:2-3:2층:207·208호:연구용연구실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,207·208호,연구용연구실,,,
room,room:building:2-3:2층:209·222-1호:학생회실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,209·222-1호,학생회실,,,
room,room:building:2-3:2층:210호:연구용실험실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,210호,연구용실험실,,,
room,room:building:2-3:2층:211호:기계설계공학부 사무실·조교 문의,floor:building:2-3:2층,2-3,공과대학 3호관,2층,211호,기계설계공학부 사무실·조교 문의,행정공간,,
room,room:building:2-3:2층:213호:나노바이오기계시스템 학과사무실·2022 안내도 표기,floor:building:2-3:2층,2-3,공과대학 3호관,2층,213호,나노바이오기계시스템 학과사무실·2022 안내도 표기,,,
room,room:building:2-3:2층:215호:교육용실험실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,215호,교육용실험실,,,
room,room:building:2-3:2층:216호:세미나실,floor:building:2-3:2층,2-3,공과대학 3호관,2층,216호,세미나실,,,
room,room:building:2-3:2층:220호:에너지-AI융합인력양성사업단,floor:building:2-3:2층,2-3,공과대학 3호관,2층,220호,에너지-AI융합인력양성사업단,,,
room,room:building:2-3:3층:301호:해동라운지,floor:building:2-3:3층,2-3,공과대학 3호관,3층,301호,해동라운지,학생·편의공간,,
room,room:building:2-3:3층:304~307호:세미나실·토론실·강의실·탄소기반나노융합 공간,floor:building:2-3:3층,2-3,공과대학 3호관,3층,304~307호,세미나실·토론실·강의실·탄소기반나노융합 공간,교육·연구공간,,
room,room:building:2-3:3층:309~311호:강의실,floor:building:2-3:3층,2-3,공과대학 3호관,3층,309~311호,강의실,교육공간,,
room,room:building:2-3:3층:312호:해동학술정보실,floor:building:2-3:3층,2-3,공과대학 3호관,3층,312호,해동학술정보실,학습공간,,
room,room:building:2-3:3층:313호:해동 개인열람실,floor:building:2-3:3층,2-3,공과대학 3호관,3층,313호,해동 개인열람실,학습공간,,
room,room:building:2-3:4층:401·403·403-1·404·404-1·406·408~411호:강의실,floor:building:2-3:4층,2-3,공과대학 3호관,4층,401·403·403-1·404·404-1·406·408~411호,강의실,교육공간,,
room,room:building:2-3:4층:407호:학생공간,floor:building:2-3:4층,2-3,공과대학 3호관,4층,407호,학생공간,학생지원,,
room,room:building:2-4:지하1층:001~008호:신재생에너지·소재·연마·유체역학 연구실 및 기계실,floor:building:2-4:지하1층,2-4,공과대학 4호관,지하1층,001~008호,신재생에너지·소재·연마·유체역학 연구실 및 기계실,연구·지원공간,,
room,room:building:2-4:지하1층:014~020호:미세가공·광소자·열환경제어·연구용 실험실,floor:building:2-4:지하1층,2-4,공과대학 4호관,지하1층,014~020호,미세가공·광소자·열환경제어·연구용 실험실,연구공간,,
room,room:building:2-4:지하1층:022-1호:고주파·압연 관련 실험실,floor:building:2-4:지하1층,2-4,공과대학 4호관,지하1층,022-1호,고주파·압연 관련 실험실,연구공간,,
room,room:building:2-4:1층:101호:교육용실험실·정보소재,floor:building:2-4:1층,2-4,공과대학 4호관,1층,101호,교육용실험실·정보소재,,,
room,room:building:2-4:1층:102호:재료물성실험실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,102호,재료물성실험실,,,
room,room:building:2-4:1층:103호:표면연마실습실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,103호,표면연마실습실,,,
room,room:building:2-4:1층:104~112호:교수연구실·학과공간,floor:building:2-4:1층,2-4,공과대학 4호관,1층,104~112호,교수연구실·학과공간,,,
room,room:building:2-4:1층:113호:미화원실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,113호,미화원실,,,
room,room:building:2-4:1층:114호:기계시스템공학부 사무실·조교 문의,floor:building:2-4:1층,2-4,공과대학 4호관,1층,114호,기계시스템공학부 사무실·조교 문의,행정공간,,
room,room:building:2-4:1층:115호:BK21 사무실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,115호,BK21 사무실,,,
room,room:building:2-4:1층:116호:교수회의실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,116호,교수회의실,,,
room,room:building:2-4:1층:117~120호:교수연구실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,117~120호,교수연구실,,,
room,room:building:2-4:1층:120-1호:기계공학 세미나실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,120-1호,기계공학 세미나실,,,
room,room:building:2-4:1층:121호:IT계열연구실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,121호,IT계열연구실,,,
room,room:building:2-4:1층:123호:광기술실험실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,123호,광기술실험실,,,
room,room:building:2-4:1층:124호:전산실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,124호,전산실,,,
room,room:building:2-4:1층:125호:공실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,125호,공실,,,
room,room:building:2-4:1층:126호:창의적공학설계실습실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,126호,창의적공학설계실습실,,,
room,room:building:2-4:1층:128호:건강실·승강기,floor:building:2-4:1층,2-4,공과대학 4호관,1층,128호,건강실·승강기,,,
room,room:building:2-4:1층:130-1호:스마트센서·에너지재료실험실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,130-1호,스마트센서·에너지재료실험실,,,
room,room:building:2-4:1층:131·132호:반도체재료공정실험실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,131·132호,반도체재료공정실험실,,,
room,room:building:2-4:1층:133호:금속세라믹복합재료실험실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,133호,금속세라믹복합재료실험실,,,
room,room:building:2-4:1층:133-1호:공실,floor:building:2-4:1층,2-4,공과대학 4호관,1층,133-1호,공실,,,
room,room:building:2-4:2층:201~209·211·213~224호:교수·대학원 연구실 및 정보소자·표면공학 연구실,floor:building:2-4:2층,2-4,공과대학 4호관,2층,201~209·211·213~224호,교수·대학원 연구실 및 정보소자·표면공학 연구실,,,
room,room:building:2-4:2층:210호:금속시스템공학·정보소재공학 사무실·조교 문의,floor:building:2-4:2층,2-4,공과대학 4호관,2층,210호,금속시스템공학·정보소재공학 사무실·조교 문의,행정공간,,
room,room:building:2-4:2층:212호:기계공학과 사무실·조교 문의,floor:building:2-4:2층,2-4,공과대학 4호관,2층,212호,기계공학과 사무실·조교 문의,행정공간,,
room,room:building:2-4:2층:226~235호:재료강도·야금·MEMS·표면처리 실험실 및 세미나실,floor:building:2-4:2층,2-4,공과대학 4호관,2층,226~235호,재료강도·야금·MEMS·표면처리 실험실 및 세미나실,연구·교육공간,,
room,room:building:2-4:3층:301~329호:대학원·기계공학 연구실·현미경실·공용기기실,floor:building:2-4:3층,2-4,공과대학 4호관,3층,301~329호,대학원·기계공학 연구실·현미경실·공용기기실,연구공간,,
room,room:building:2-4:3층:331~344호:물리야금·나노계면·표면처리·유연전자·메카트로닉스·로봇제어·구조재료 실험실,floor:building:2-4:3층,2-4,공과대학 4호관,3층,331~344호,물리야금·나노계면·표면처리·유연전자·메카트로닉스·로봇제어·구조재료 실험실,연구공간,,
room,room:building:2-4:4층:401~409호:컴퓨터실·기계가공·교수연구실,floor:building:2-4:4층,2-4,공과대학 4호관,4층,401~409호,컴퓨터실·기계가공·교수연구실,교육·연구공간,,
room,room:building:2-4:4층:411~420호:강의실·냉동공기조화·열전달·미래에너지·정보소재 연구실 및 학과공간,floor:building:2-4:4층,2-4,공과대학 4호관,4층,411~420호,강의실·냉동공기조화·열전달·미래에너지·정보소재 연구실 및 학과공간,교육·연구공간,,
room,room:building:2-5:1층:102호:대학원연구실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,102호,대학원연구실,,,
room,room:building:2-5:1층:103호:압전재료실험실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,103호,압전재료실험실,,,
room,room:building:2-5:1층:104호:인쇄전자적성평가실험실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,104호,인쇄전자적성평가실험실,,,
room,room:building:2-5:1층:105호:CASE도구실습실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,105호,CASE도구실습실,,,
room,room:building:2-5:1층:106호:대학원연구실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,106호,대학원연구실,,,
room,room:building:2-5:1층:107호:연구용실험실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,107호,연구용실험실,,,
room,room:building:2-5:1층:109호:연료전지·에너지소재실험실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,109호,연료전지·에너지소재실험실,,,
room,room:building:2-5:1층:110호:대학원연구실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,110호,대학원연구실,,,
room,room:building:2-5:1층:111호:연료전지시스템평가실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,111호,연료전지시스템평가실,,,
room,room:building:2-5:1층:112호:전기전자기초실험실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,112호,전기전자기초실험실,,,
room,room:building:2-5:1층:114호:전자재료 학습실,floor:building:2-5:1층,2-5,공과대학 5호관,1층,114호,전자재료 학습실,,,
room,room:building:2-5:2층:203~209호:강의실·대학원학습실·전자재료 연구실,floor:building:2-5:2층,2-5,공과대학 5호관,2층,203~209호,강의실·대학원학습실·전자재료 연구실,교육·연구공간,,
room,room:building:2-5:2층:211~216호:공학설계실·대학원연구실·전자재료 학생회실·연구센터,floor:building:2-5:2층,2-5,공과대학 5호관,2층,211~216호,공학설계실·대학원연구실·전자재료 학생회실·연구센터,교육·학생·연구공간,,
room,room:building:2-5:3층:302호:강의실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,302호,강의실,,,
room,room:building:2-5:3층:303호:강의실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,303호,강의실,,,
room,room:building:2-5:3층:304호:전자재료공학 사무실·조교 문의,floor:building:2-5:3층,2-5,공과대학 5호관,3층,304호,전자재료공학 사무실·조교 문의,행정공간,,
room,room:building:2-5:3층:305호:전자재료 교수회의실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,305호,전자재료 교수회의실,,,
room,room:building:2-5:3층:306호:전자재료 컴퓨터실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,306호,전자재료 컴퓨터실,,,
room,room:building:2-5:3층:307호:교수연구실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,307호,교수연구실,,,
room,room:building:2-5:3층:308호:교수연구실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,308호,교수연구실,,,
room,room:building:2-5:3층:309호:교수연구실,floor:building:2-5:3층,2-5,공과대학 5호관,3층,309호,교수연구실,,,
room,room:building:2-5:3층:311호:교양강의실·혁신교육,floor:building:2-5:3층,2-5,공과대학 5호관,3층,311호,교양강의실·혁신교육,,,
