building_code,building_name,floor,room_no
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),2층,207·211호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),2층,208호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),2층,209·210호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),2층,212·213호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),3층,301~317호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,401·402호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,403호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,404호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,405호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,406호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,407호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,408호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,408-1·408-2호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,409호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,410·410-1·410-2호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,414호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,415호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,416호
,공과대학 · 2-8 공과대학 8호관(자동차산학협동관),4층,417·418-1·418호
,공과대학 · 2-9 공과대학 9호관,1층,102호
,공과대학 · 2-9 공과대학 9호관,1층,106~108호
,공과대학 · 2-9 공과대학 9호관,3층,304·304-1호
,공과대학 · 2-9 공과대학 9호관,4층,411호
,공과대학 · 2-9 공과대학 9호관,4층,412~414호
,공과대학 · 2-9 공과대학 9호관,4층,415·415-1호
,공과대학 · 2-9 공과대학 9호관,5층,501~508호
,공과대학 · 2-9 공과대학 9호관,5층,509~512호
,공과대학 · 2-9 공과대학 9호관,6층,601·603~609호
,공과대학 · 2-9 공과대학 9호관,6층,602호
,공과대학 · 2-9 공과대학 9호관,6층,610·612호
,공과대학 · 2-9 공과대학 9호관,6층,611호
,공과대학 · 2-9 공과대학 9호관,6층,613호
,공과대학 · 2-9 공과대학 9호관,6층,614호
,공과대학 · 2-9 공과대학 9호관,6층,615호
,공과대학 · 2-9 공과대학 9호관,6층,616호
,공과대학 · 2-9 공과대학 9호관,6층,617호
,공과대학 · 2-9 공과대학 9호관,6층,618·619호
,공과대학 · 2-9 공과대학 9호관,6층,620호
,공과대학 · 2-9 공과대학 9호관,6층,620-1호
,공과대학 · 2-9 공과대학 9호관,7층,701~707호
,공과대학 · 2-9 공과대학 9호관,7층,708호
,공과대학 · 2-9 공과대학 9호관,7층,709·710호
,공과대학 · 2-9 공과대학 9호관,7층,711·712호
,공과대학 · 2-9 공과대학 9호관,7층,713호
,공과대학 · 2-9 공과대학 9호관,7층,714호
,공과대학 · 2-9 공과대학 9호관,7층,715·716호
,공과대학 · 2-9 공과대학 9호관,7층,717·718호
,공과대학 · 2-9 공과대학 9호관,7층,719호
,공과대학 · 2-9 공과대학 9호관,7층,720호
,공과대학 · 2-9 공과대학 9호관,8층,801호
,공과대학 · 2-9 공과대학 9호관,8층,801-1호
,공과대학 · 2-9 공과대학 9호관,8층,802·810·811호
,공과대학 · 2-9 공과대학 9호관,8층,803호
,공과대학 · 2-9 공과대학 9호관,8층,804호
,공과대학 · 2-9 공과대학 9호관,8층,805호
,공과대학 · 2-9 공과대학 9호관,8층,806호
,공과대학 · 2-9 공과대학 9호관,8층,807호
,공과대학 · 2-9 공과대학 9호관,8층,808호
,공과대학 · 2-9 공과대학 9호관,8층,809호
,공과대학 · 2-9 공과대학 9호관,8층,812·813호
,공과대학 · 2-9 공과대학 9호관,8층,814·815호
,공과대학 · 2-9 공과대학 9호관,8층,816호
,공과대학 · 2-9 공과대학 9호관,8층,817호
,공과대학 · 2-9 공과대학 9호관,9층,901~908호
,공과대학 · 2-9 공과대학 9호관,9층,909호
,공과대학 · 2-9 공과대학 9호관,9층,910호
,공과대학 · 2-9 공과대학 9호관,9층,911호
,공과대학 · 2-9 공과대학 9호관,9층,912호
,공과대학 · 2-9 공과대학 9호관,9층,913호
,공과대학 · 2-9 공과대학 9호관,9층,914~916호
,공과대학 · 2-9 공과대학 9호관,9층,917호
,공과대학 · 2-9 공과대학 9호관,9층,918호
,공과대학 · 2-20 공과대학 부속공장,1층,101호
,공과대학 · 2-20 공과대학 부속공장,1층,101-1호
,공과대학 · 2-20 공과대학 부속공장,1층,101-2호
,공과대학 · 2-20 공과대학 부속공장,1층,102호
,공과대학 · 2-20 공과대학 부속공장,1층,102-1호
,공과대학 · 2-20 공과대학 부속공장,1층,103호
,공과대학 · 2-20 공과대학 부속공장,1층,103-1호
,공과대학 · 2-20 공과대학 부속공장,1층,104호
,공과대학 · 2-20 공과대학 부속공장,1층,104-1호
,공과대학 · 2-20 공과대학 부속공장,1층,105호
,공과대학 · 2-20 공과대학 부속공장,1층,105-1호
,공과대학 · 2-20 공과대학 부속공장,1층,106호
,공과대학 · 2-20 공과대학 부속공장,1층,106-1호
,공과대학 · 2-20 공과대학 부속공장,1층,X01·X02·211호
,공과대학 · 2-20 공과대학 부속공장,2층,201호
,공과대학 · 2-20 공과대학 부속공장,2층,201-1호
,공과대학 · 2-20 공과대학 부속공장,2층,201-2호
,공과대학 · 2-20 공과대학 부속공장,2층,202호
,공과대학 · 2-20 공과대학 부속공장,2층,203호
,공과대학 · 2-20 공과대학 부속공장,2층,204호
,공과대학 · 2-20 공과대학 부속공장,2층,205호
,공과대학 · 2-20 공과대학 부속공장,2층,206호
,공과대학 · 2-20 공과대학 부속공장,2층,207호
,공과대학 · 2-20 공과대학 부속공장,2층,208호
,공과대학 · 2-20 공과대학 부속공장,3층,301~310호
,공과대학 · 2-20 공과대학 부속공장,3층,311호
,공과대학 · 2-20 공과대학 부속공장,3층,312-2호
,공과대학 · 2-20 공과대학 부속공장,3층,313호
,공과대학 · 2-21 풍동실험실,전체,공식 홈페이지에 층·호실 정보가 공개되지 않음
,공과대학 · 2-22 무진동실험실,전체,공식 홈페이지에 층·호실 정보가 공개되지 않음
,공과대학 · 2-23 대형풍동센터,전체,공식 홈페이지에 층·호실 정보가 공개되지 않음
,간호대학 · 9-1 간호대학(간호임상센터),1층,101호
,간호대학 · 9-1 간호대학(간호임상센터),1층,102·103·105호
,간호대학 · 9-1 간호대학(간호임상센터),1층,107호
,간호대학 · 9-1 간호대학(간호임상센터),2층,201·202호
,간호대학 · 9-1 간호대학(간호임상센터),2층,205호
,간호대학 · 9-1 간호대학(간호임상센터),2층,기초간호실습실
,간호대학 · 9-1 간호대학(간호임상센터),3층,301호
,간호대학 · 9-1 간호대학(간호임상센터),3층,303호
,간호대학 · 9-1 간호대학(간호임상센터),3층,306·312호
,간호대학 · 9-1 간호대학(간호임상센터),3층,정신간호시뮬레이션실습실
,간호대학 · 9-1 간호대학(간호임상센터),3층,간호관리시뮬레이션실습실
,간호대학 · 9-1 간호대학(간호임상센터),3층,방문간호실습실
,간호대학 · 9-1 간호대학(간호임상센터),4층,성인간호시뮬레이션실습실
,간호대학 · 9-1 간호대학(간호임상센터),4층,아동간호시뮬레이션실습실
,간호대학 · 9-1 간호대학(간호임상센터),4층,여성건강간호시뮬레이션실습실
,간호대학 · 9-1 간호대학(간호임상센터),4층,응급및재해간호실습실
,간호대학 · 9-1 간호대학(간호임상센터),4층,기본간호실습실
,간호대학 · 9-1 간호대학(간호임상센터),5층,501호
,간호대학 · 9-1 간호대학(간호임상센터),5층,504·505·510·511호
,간호대학 · 9-1 간호대학(간호임상센터),5층,506·507호
,간호대학 · 의학도서관(공유 이용시설),3층,"간호대학 열람실, 학습공간), 제4열람실"
